review_id,business_id,stars,useful,text,results
9AeEiqlqTaSWEc2PY36tgQ,cXm3EXarmMkvcoEwQgqilg,5,75,"Stupendous! Fabulous! Phenomenal! Tremendous! Extraordinary! Remarkable! Exceptional! Astounding! PABELLON PABELLON PABELLON! Order the PABELLON EMPANADA! 

From the perfectly fried golden outer half moon shell to the favor-packed shredded beef, black beans, & plantains that grace the soft inside, there is no escaping falling in love w/ this Venezuelan culinary creation. Once you dip this delightful production into the delicious cilantro-laden yellowish sauce, the only thing you'll crave is a long, slow puff on a figurative cigarette:) Seriously, this national dish is ASOMBROSA! 

Check out the pics before heading on over to try this delectable sensation served w/ a free & GENEROUS side of VERY friendly service! The dining room is spacious & clean w/ its high ceilings & modern colorblock of bright orange & neon green. Order @ the counter then sit & wait for each dish to be prepared fresh. 

Some history: Owners Jesus & Carmen originate from Venezuela; in Nov 2014, they opened the doors to welcome hungry & soon happy patrons to this family-owned business. Chef Carmen, a former math & physics teacher, created the dishes which cross the cultural divide by fusing Venezuelan & Lebanese flavors. The results are EXCELLENT! 

What possibly is left to say about such a worthy eatery other than a couple of relatable Venezuelan sayings: When you are ""Hungrier than a tick on a stuffed toy,"" head on over to Are Pita. RUN-- don't walk, because ""Hungry love doesn't last."" The PABELLON EMPANADA on your plate will not be there long. It's just TOOOOOO GOOD!","[{""_id"":{""$oid"":""63540c1af54dc13e8c0dfafd""},""stars"":""4.5"",""categories"":""Spanish, Restaurants, Lebanese, Middle Eastern, Venezuelan, Halal, Latin American"",""business_id"":""cXm3EXarmMkvcoEwQgqilg"",""name"":""Are Pitas""}]"
dFoSX_hMQc1_z2tb8VDWGg,iBnj2wBO5-3moZ7corhp-w,5,75,"If you want to learn about what makes Tucson the city it is, then your first stop needs to be Hotel Congress!  This is a historical landmark in the middle of downtown that has been present since 1919.  The same Tucson family has operated it for generations.  It's famous for being the location where the elusive robber John Dillinger was finally captured.

Yes, it's an older building, but in my opinion that's what gives it its charm!  They also have the best brunch in town at the Cup Café with seasonal menus and the best desserts.  Date nights with live music are perfect at Club Congress.","[{""_id"":{""$oid"":""63540c1ef54dc13e8c0e3257""},""stars"":""4"",""categories"":""American (New), Bars, Nightlife, Beer Bar, Event Planning & Services, Hotels & Travel, Restaurants, Venues & Event Spaces, Hotels"",""business_id"":""iBnj2wBO5-3moZ7corhp-w"",""name"":""Hotel Congress""}]"
p_EBUhZxs2iXI-HMkcLeSw,j-qtdD55OLfSqfsWuQTDJg,5,53,"A little bit of Paris in Rittenhouse Square. I have eaten at Parc so many times I can't count! Today it was a snow day (weekday) lunch with the family. I have been numerous times for breakfast, coffee and croissants, eggs.. many lunches with friends, my fave is the French onion soup and salad lyonnaise. Although other lunches I've loved have been the croque madame and salad nisoise..and my son loves the mac and cheese. The bread basket is the best in town and we fight over the baguette slices. I also regularly buy baguettes from the front desk for $3, (at least every other week) great with dinner at home. The cheese boards are always yum, although no matter the restaurant they often have cheddar which I always request to switch out, because ... come on!!!! We've had Christmas Eve dinner at Parc a few times too, and other dinners too. Steak is a fave, and the burgers too. Oh, and the fries! You must order the fries!!! And they know to bring it with mayo!!! Only one dining experience I had a Parc did I have to ask the waiter to take my plate back to the kitchen, it was a tough chewy steak, they redid it and it came out late after everyone had finished their meal, so they didn't charge me. Hey, it happens. The pot de creme was my fave dessert from 5 years ago, they took it off the menu and I've been in mourning ever since. Parc is Steven Star's faux Parisian brasserie recreation, which takes me back to my childhood living in Paris where we lived in an apartment above a very similar looking brasserie called Le Scossa, where I had chocolate mousse (like Parc's pot de creme) whenever I was allowed! Definitely try Parc, it's the closest you'll come to Paris while in Philly!","[{""_id"":{""$oid"":""63540c18f54dc13e8c0ddce9""},""stars"":""4"",""categories"":""Restaurants, French, Wine Bars, Nightlife, American (New), Bars, Cafes, Breakfast & Brunch"",""business_id"":""j-qtdD55OLfSqfsWuQTDJg"",""name"":""Parc""}]"
tjYBCKB8xq8DSDOyKg9T8w,W72rYffSVg0pIaOpRgNniw,5,217,"If you're looking for outstanding Neapolitan pizzas this side of the coast, Grimaldi's Pizzeria is where to find it.  

Grimaldi's is an institution in the pizza genre. It offers authentic New York style Margherita pizzas with its thin base and cooked in a coal-fired brick oven giving way to a puffed-up beautifully blistered edges. The center remains soft and one of the best ways to enjoy it is to fold the slices in half. 

Service was excellent! Our pizza took a little longer than usual to come out. In addition to our server as well as the manager coming out to check on us periodically, they also gave us a discount. 

Pizza is one of the universally loved dishes and the fantastic coal-fired pies that are served here are delicious and certainly destination-worthy.","[{""_id"":{""$oid"":""63540c18f54dc13e8c0ddc9e""},""stars"":""4"",""categories"":""Restaurants, Food, Pizza"",""business_id"":""W72rYffSVg0pIaOpRgNniw"",""name"":""Grimaldi's Pizzeria""}]"
PXK039UMV7A756-vSNlZ5w,Slg6Ec2D7vEBRmgVUfwkzQ,5,73,"My Mother's Day celebration (which was a weekend event) ended with an amazing dinner at this restaurant.  From start to finish we were welcomed and provided with excellent customer service.The restaurant has a beautiful view, it was very clean, elegant and spacious, fine dining at its best.

We started at the bar and ended at a table for seven!  The menu had an assortment of appetizers, sides, entrees, and desserts.  Everything looked delicious even the Beet Salad which was delicious.  I ordered the Diver Scallops and the Beet Salad, the Scallops were fantastic.  They were seared properly, seasoned and tasted amazing.  

At the table were other dishes:  Roasted Brussel Sprouts, Hanger Steak, Dumplings to name a few which I sampled and was delighted with the flavors.  A quick shout out to Eli and Todd for making this an awesome end to a beautiful Mother's Day.","[{""_id"":{""$oid"":""63540c18f54dc13e8c0ddd4b""},""stars"":""4"",""categories"":""Restaurants, Seafood, American (New), Steakhouses"",""business_id"":""Slg6Ec2D7vEBRmgVUfwkzQ"",""name"":""Angel Oak""}]"
03b0gTkYPT18adFAYAlkvQ,Sv1MEZP-mMfp8SmE0hwYEA,5,96,"For a long time I had the craving for some ramen.  When I was in Philly for a doctor's appointment, I found Terakawa Ramen on Yelp and decided to go.  I am glad that I did. 

Although they are located in Chinatown, I don't think I would have found them just by walking around.  They are a little on the edge of the neighborhood.  So, don't view that as a deterrence.

I ordered their signature ramen dish, and I was able to go there just on my own.  I sat at their ""bar.""  It was something that I don't think I would have been able to cook on my own, and the prices here were low.

The service was very quick and attentive.  They knew what they were doing.  Everyone seemed to work together.  They were also great at suggesting items to service.   When I finished most of my dish, but I still had broth leftover, they recommended that I order a side of noodles to finish it up with.

I will definitely go again the next time I'm in Philly.","[{""_id"":{""$oid"":""63540c1cf54dc13e8c0e1a79""},""stars"":""4.5"",""categories"":""Japanese, Ramen, Ethnic Food, Restaurants, Local Flavor, Food, Specialty Food"",""business_id"":""Sv1MEZP-mMfp8SmE0hwYEA"",""name"":""Terakawa Ramen""}]"
qssfFOgtlP9ALuRKNQIYxg,kDzp5FXnuG3Pwk6orhfl8A,5,72,"We stumbled on this place when another nearby restaurant we were trying to go to was closed. We had no idea just how popular this place is or anything about their ordering system. I'm not sure if this is just how they operate during Covid or always but you will need to pre-order your pies on their site and pick them up because they have a limited amount of dough per day. Luckily for us they had extra dough that day and we were able to walk up and order. Service was friendly and so accommodating. We ordered a square white pie and a circle pie. Both were off the charts DELICIOUS!! 
Don't come unprepared like us. We got super lucky. We couldn't have been any happier with our pizzas!","[{""_id"":{""$oid"":""63540c18f54dc13e8c0dddb4""},""stars"":""5"",""categories"":""Restaurants, Pizza"",""business_id"":""kDzp5FXnuG3Pwk6orhfl8A"",""name"":""Circles + Squares""}]"
wupXgXv1Xu__7HAeouQEVw,T8NWs6flR26edfhhwJNhNA,5,52,"I stopped by here after running a few errands to grab tabbouli salad and a kofta kabob sandwich to go. Both were delicious. The food here is very fresh and made to order. Also, the customer service is outstanding. The owner greeted me and offered me complimentary mint tea while I was waiting! Its great to find small business owners who place an emphasis on customer service. 5 starts for both customer service and the quality of the food! Hands down the best Middle Eastern food in Philadelphia.","[{""_id"":{""$oid"":""63540c1cf54dc13e8c0e1b6c""},""stars"":""4"",""categories"":""Mediterranean, Middle Eastern, Restaurants"",""business_id"":""T8NWs6flR26edfhhwJNhNA"",""name"":""Sahara Grill""}]"
YIER4xGGVICXZzeyFYK6XQ,LM54ufrINJWoTN5imV8Etw,5,53,"IT WAS LOVE AT FIRST BITE,
Yup I'm starting with that.
Listen here...I've been trying to get a cheesesteak at this place for the past few months, but every time I'm in the area the line is around the corner. Finally I drive by this time and the line is reasonable! I dropped the wife and kid off at chick-fil-a and headed right back to get in line. 
I brought a bottle of water with me anticipating an hour between waiting, ordering, and waiting some more. I met a nice woman and her daughter in line who were also cheesesteak adventure seekers as well who made the wait feel a lot shorter (even tho it was still overall an hour.) 
Once I had that cheese steak in hand, I said goodbye to my cheese steak  line friends and headed to pick up the fam. Even tho the cheese steak had been sitting 30 min before I could eat it, that first bite solidified it being literally THE BEST CHEESE STEAK I'VE EVER HAD so far!
Why?? Because it wasn't small, nor overcooked, nor soggy, nor unseasoned. It was tasty even without ketchup! Of course I got mine with fried onions and mayo just an FYI. Even the roll had that strong good ole philly roll flavor. I was just sad it was ending as I came upon the last few bites. I don't even want to have another cheese steak anywhere else. I might just retire my cheese steak adventurer card. That cheese steak was well worth the $10.40 and the hour wait. ""Foodie tears""","[{""_id"":{""$oid"":""63540c1ef54dc13e8c0e3418""},""stars"":""4.5"",""categories"":""Sandwiches, Salad, American (Traditional), Cheesesteaks, Breakfast & Brunch, Active Life, American (New), Beaches, Restaurants"",""business_id"":""LM54ufrINJWoTN5imV8Etw"",""name"":""John's Roast Pork""}]"
QE86jqVn9NoqviDR2d2yEQ,RBCtHLVvc230q8zkRWIoyQ,5,52,"When I was there last it was a full fledged extraordinarly good bakery. It has since expanded into offering breakfast, lunch and dinner. They are a byob establishment with a very limited menu but what comes out of the kitchen will quickly capture your attention. I've had mussels any number of different ways but I have never had mussels the likes of which I enjoyed at Creme Brulee. The combination of flavors which included perfectly cooked tender mussels, smoked bacon, fresh tyme, creme et. al., produced a culinary other worldly dining experience. Folks you need to go there and see for yourselves if these are not the best mussels you have ever had. My main dish was a pan fried chicken Cobb Salad with a house made dill dressing. The chicken was extra moist with a very crispy tasty beautifully seasoned exterior coating and the dressing, oh my goodness, excellent...!!! 
These  folks are no strangers to bakery or full service kitchens. The dishes turned out are of extremely high quality with delightfully complex well balanced flavors. 
Creme Brulee is a tiny hidden gem in South Philly and all y'all need to stop by and give'm try but be sure to make a reservation as seating is very limited.","[{""_id"":{""$oid"":""63540c1df54dc13e8c0e2bc2""},""stars"":""4.5"",""categories"":""Breakfast & Brunch, Patisserie/Cake Shop, Coffee & Tea, Restaurants, French, Cafes, Food"",""business_id"":""RBCtHLVvc230q8zkRWIoyQ"",""name"":""Creme Brulee Bistro & Cafe""}]"
6NZTp-L2mTRgpTZ142eL9Q,DbARcEuX6NvWN_hSQKHMJg,5,181,"I'm not the type of yelper that updates reviews very often. This marks my 1,197th review of which only 105 are updates. Of those updates, there are only a handful of places I've bothered to review more that twice. This is now my third review of Wat!

I say that to emphasize the fact that this unassuming place with incredibly reasonable prices and no fancy dishware or super modern decor, no roof or walls in fact, is one of my favorite places to eat on earth. I've been coming here for six years consistently. As a matter of fact, I don't schedule a visit to Tampa that doesn't include a Sunday morning with 3 hours set aside to visit Wat Mongkolratanaram. I would consider it gross negligence and an injustice to my digestive system. Yes there is a lot of fried and/or high carb foods here! But if your gonna die (as we all will)... die happy!


The reason for this update is to inform all you potential patrons of a few changes:
A) Many of the vendors often begin serving food much earlier than the 9am start time.
B) The people that once used to make the fried custards are no longer in business.  
C) The curry station has moves to the opposite side of the venue in order to make more room for the beef noodle line (the longest line of any of the vendors). 
D) The food is still awesome and the vendors still very friendly and reasonably priced.


[ MUST TRY ITEMS ]

* THAI FRIED CHICKEN WINGS - To date there is only one vendor that serves fried chicken wings, so they shouldn't be hard to find. 

* MANGO & STICKY RICE -  The same vendor that serves the fried wings also serves the best sticky rice. Trust me when I say, buy a minimum of one container for every two people in your party. We love it so much that we buy one for each of us.

PUMPKIN CURRY CHICKEN - Just get it!!! If you love curry chicken you'll be delighted by the flavor. Please note the pumpkin adds a touch of sweetness.

THAI BEEF NOODLE SOUP - I still prefer PHO to any noodle soup, but this is a lovely treat on a Sunday morning. It was particularly nice on this visit considering it was a fairly cold November morning for Tampa.



[ FINAL THOUGHTS ]

So many great selections at great prices. I literally hand my kids $20 each and let them go find whatever they want to eat... and that is on top of my paying for each of us to have a bowl of Beef Noodle Soup. This is the one place in all our travels where every family member is always eager to return. It's not just great food and reasonable prices, it's an experience, one I hope someday everyone reading this review will get a chance to share. If you do nothing else in life specifically for you, find someplace that you can have a WONDERFUL meal and treat yourself as often as needed!

SIDE NOTE: Our other must visit Tampa food experience is Armature Works and market. A place where food lovers can gather in a super cool and comfy foodie utopia. 


2018/98","[{""_id"":{""$oid"":""63540c1cf54dc13e8c0e1549""},""stars"":""4.5"",""categories"":""Religious Organizations, Restaurants, Local Flavor, Thai, Buddhist Temples, Churches"",""business_id"":""DbARcEuX6NvWN_hSQKHMJg"",""name"":""Wat Mongkolratanaram of Florida""}]"
2eukWKvH8wpflZRizQxq9w,9xW7LsJpyhVZFRb6z9xorg,5,54,"After relocating to Santa Barbara years ago, I had always heard raving reviews of Ca' Dario downtown. Still 'til this day I  have not made it to that location, however, I HAVE been to the newer Goleta location countless times.
Each and every time I have received excellent:

-Customer service...
The two brothers who work here remember my partner's and my names, plus always smile while carrying on a friendly conversation.

-Food...
Their food is absolutely spectacular and is easily at the top of my list for Italian cuisine in Santa Barbara County. Deliciousness starts with the appetizers and continues through to dessert. Their seafood dishes are always fresh and pasta cooked perfectly al dente. Oh and their thin crust pizzas are not to be missed either!

-Ambiance...
Given the strip mall corner unit location, you wouldn't know the interior is as large as it is! They have minimal yet elegant decor, dim lighting, and a lovely outdoor patio with a fountain.

Most recently, my family took advantage of Ca' Dario's New Year's Eve pre-fixe meals for $85. It came with a small plate of choice, lasagna, main entree, and an included bottle of Dard wine. Deals like this, along with what I've always said keep us coming back.","[{""_id"":{""$oid"":""63540c1cf54dc13e8c0e1d32""},""stars"":""4"",""categories"":""Pizza, Nightlife, Italian, Bars, Restaurants, Wine Bars"",""business_id"":""9xW7LsJpyhVZFRb6z9xorg"",""name"":""Ca' Dario Goleta""}]"
1_2lWhnNS83ddYeXa7rVzQ,DbARcEuX6NvWN_hSQKHMJg,5,115,"As part of my personal yelp challenge for 2016, I'd like to try and update as many of my reviews that are 2 years or older as possible. It's time to see if these places are as good as I remember, if they've taken a nose dive or if they have risen from the pit of mediocrity into something worthy of updating.


THE EXPERIENCE

I'm happy to report Wat Mongkolratnaram is actually more deserving of 5 stars now than they were then. Since my 2013 visit I've been back here a few times (twice in 2015) and each has been a fantastic experience. During our Spring Break, we explored the side of the property where the monks live and got to see their offices, kitchen and worship areas. We were not allowed in the sleeping quarters, but everything else was open. We also spent that visit trying different foods from different vendors. Some we like, some we didn't.  During our Christmas Vacation, we concentrated instead on the foods we already know and love - Mango Sticky Rice, Beef Noodle Soup, Thai Fried Chicken Wings and Thai tea. Each seemed to be even more spectacular than the last time we ate here. 

It was a perfect Florida winter's day where the temperature, by Atlanta standards, was t-shirt weather! We arrived a little later than usual (around 10:45 am) and had to park further back that we've ever had to park before. Although very crowded, all the lines moved quickly with the exception of the beef noodle soup line and fried custard line. You can expect to stand in the soup line better than 25 minutes if you don't get there BEFORE the vendors open @ 10:30 am.


THINGS TO REMEMBER

* BRUNCH is SUNDAY ONLY
* GET HERE EARLY!!! It will help you avoid being way at the back of the lines, help you secure a better parking space and you won't have to search for an available table to sit down and eat your meal. 
* Many of the monks will not hold a conversation with you NOR will they take a picture with you, but they will direct you to a leader who'd be happy to do both. 
* Be respectful of the temple and other buildings occupied by the monks. THIS IS A PLACE OF WORSHIP and anyone coming here, no matter your religious beliefs, should honor their ways. SHOES OFF in the temple and no loud speaking or vulgar speech. 
* Sometimes when it is really cold outside or raining they have an area behind the vendors that is covered and has additional seating. The restrooms are also located there. 
* This is an outdoor facility with communal tables. Other than the covered areas provided, you WILL be subject to temperatures and the wind of the day, so dress accordingly.


FINAL THOUGHTS

If you've never been to Wat Mongkolratanaram of Florida, you are missing out on a real treat! Make plans to stuff your face in this place soon!



2016/42 [update]","[{""_id"":{""$oid"":""63540c1cf54dc13e8c0e1549""},""stars"":""4.5"",""categories"":""Religious Organizations, Restaurants, Local Flavor, Thai, Buddhist Temples, Churches"",""business_id"":""DbARcEuX6NvWN_hSQKHMJg"",""name"":""Wat Mongkolratanaram of Florida""}]"
T2a-HOjI_zUXj_gxDZGS6w,VHWCzIZXpWPyeFe2lkIutQ,5,56,"I really enjoy adaptive reuse of old buildings that bring old and new sensibilities to the fore. When done well, they are both attractive and useful in ways unforeseen when the structure was first constructed, and bring new uses into old packages, calling the imagination of the new occupant forward in wonderment. The Johnson Hall Coffee House is a great example. It offers a shop unimagined in 1890 when it was build, yet as redesigned, it provides a functioning java house that could have existed at that time, but has emerged due to the evolving cultural affections of our modern day. It looks old, but isn't. 

It is a  warm, light and airy high ceilinged first floor retail outlet for excellent coffee products and breakfast, brunch and lunch options. Although limited by the kitchen equipment available to prepare meals, it still provides enough variety to make a stop very worthwhile. I loved the large windows, dropped period lighting, white ceramic tile, wood plank floors, and the friendliness of the staff. 

I ordered an egg and cheese breakfast sandwich on croissant, with mug o' joe. It came in at about $8, and while ordering was at the counter in back, the servers brought the sandwich to my table. They would be wise to advertise the coffee roaster more dominantly both in the store and online, as I am sure I was not the only one curious about who produced the quality beans. The croissant was not quite French boulangerie, but still large and tasty enough to be satisfying. 

Still, the atmosphere here is the star of the show. It is a great place for both solitary and collective pleasures.","[{""_id"":{""$oid"":""63540c18f54dc13e8c0dde30""},""stars"":""4.5"",""categories"":""Restaurants, Breakfast & Brunch, Coffee & Tea, Food"",""business_id"":""VHWCzIZXpWPyeFe2lkIutQ"",""name"":""Johnson Hall Coffee House""}]"
5_56KNSggN0xvrMkoOoS1g,PNVbv2kyUIHeJTDPis2gRg,5,52,"You can't go wrong when it comes to dining at Los Agaves! You can expect this place to be pretty busy on most days but if you get there after the noon lunch rush and before 6pm dinner rush then you will be lucky to get a table. 

Prices are reasonable and the food is always on point. They offer a wide variety of delicious meals to choose from. My usual go to is the two item combo with a crispy chicken taco and enchilada. I finally tried the mole enchilada and I think it's my new favorite here! The sauce is semi-sweet and mildly spicy filled with grilled chicken and cheese. I'm not one to finish my meals but it was so good I cleaned my plate. I also recommend the ceviche, it's made with fresh halibut and it's perfect on a hot day. 

My girlfriend let me sample her Camarones Guajillo and the shrimp was cooked perfectly! I loved the buttery, sweet & semi-spicy sauce it was marinated in. 

Free chips are served here and they have a great salsa bar. 

Beverages: They serve soda, horchata, beer, and wine.

They have 3 locations and recently opened a new one in Westlake Village, all of them are always busy. This tells you how popular they are among locals so check this place out if you're in the area!","[{""_id"":{""$oid"":""63540c1cf54dc13e8c0e163b""},""stars"":""4"",""categories"":""Bars, Mexican, Nightlife, Restaurants"",""business_id"":""PNVbv2kyUIHeJTDPis2gRg"",""name"":""Los Agaves""}]"
LxVGKBSTcPiZxFRtIPFutA,3ucn3_cDf1WV0DsFgoTfyQ,5,140,"Carolina Kitchen & Barbeque
950 Glendale Ave, Sparks NV 89431
December 2, 2020 - Noon for lunch
2 Adults

Atmosphere - 4 stars
Food - 5 stars
Service - 5 stars

Background - Time for lunch and stuck away from the house.  I do love my Triple D, Dinners, Drive in and Dives, restaurants and shockingly never been here before. 

Atmosphere - First time to restaurant and clearly set up for the COVID era we live in now.  Only two tables be used.  Pretty basic but what you need from a BBQ joint.

Food
Lunch - I had the Carolina Style Pulled Pork, which came with two sides.  I went with the hushpuppies and house pickles.  Oh my so many pickles as you get a few on the side with the meal too, along with cornbread.  I wish I had ordered a double of hushpuppies.  I picked the Carolina mustard sauce which was served in a tiny little cup but was the perfect amount for a quarter pound of that delicious pork.  Mustard and pork are made for each other.  The pork was a little dry without the sauce, I had to try a little without the sauce.

My wife's lunch - She had the St. Louis style ribs with moonshine bbq sauce.  Her sauce container was much larger of the 5 ribs she ordered.  The sauce was a little sweet which I expected from moonshine.  I am a fan of St. Louis ribs because of the Sparks ribfest and these did not disappoint.  She had a side of coleslaw which reminded us of KFC's when we were kids. 

Service - Ordering online is simple, no special app needed just a web browser.  Just do not forget to add the meal to the basket.  I did that the first time.  Like I said earlier that I wish I could have ordered double hushpuppies but you use a check box to indicate your choices for your two sides.  An extra line is not added when you make your selection, if you wanted the same side twice.  Once your order is submitted it gives you a time when it will ready for pick up.  They actually texted me when it was ready.  The only drawback there was a guy ordering his lunch and took forever for him to complete his order, he could not decide.  But cannot blame the business for that.

Future - Yes please.","[{""_id"":{""$oid"":""63540c18f54dc13e8c0dde8c""},""stars"":""4"",""categories"":""Restaurants, Barbeque, Soul Food, Southern"",""business_id"":""3ucn3_cDf1WV0DsFgoTfyQ"",""name"":""Carolina Kitchen & Barbeque""}]"
Bnan08zqNm3RJ_4Vxl2biw,KMAuVf2JNrZZJRhZsl5X0A,5,61,"We went to this tavern to celebrate a couple birthdays and a new home purchase. Historic Tavern it is, this place has been around since the American Revolution. Old beautiful wood work through out. Unique in everyway including the bar area. We had early reservation and the place filled up quickly. The hostess seated us right away. We had a party of four and we all had picked out what we wanted the night before. Pretty extensive menu along with beer, wine and cocktails as well, the prices are good. This place is also known for there Magnifico Martins delicious!  For apps we had the steam clams, snapper soup, shrimp cocktail and french onion soup. Everything was great, best little necks clams I've had in a while. Entrees we ordered Veal Romano, Veal Cordon Bleu and two of the Flounder Francaise. Just delicious! Portion are huge! We really didn't need dessert but we split the chocolate lava cake warmed with vanilla ice cream and fresh whip cream and the raspberry lemon torte with fresh whipped cream. Divine yum! Staff and service were just awesome! Special occasion coming up this is your place!","[{""_id"":{""$oid"":""63540c1df54dc13e8c0e2811""},""stars"":""4"",""categories"":""Bars, Nightlife, Seafood, Pubs, American (New), Restaurants"",""business_id"":""KMAuVf2JNrZZJRhZsl5X0A"",""name"":""Historic Piper Tavern""}]"
diCi2HFhDTFI-gFhUjtbwA,yJmoy6eP0LE_7uQ18n6FPA,5,162,"A new French cafe offering up baked goods, soups , salads, sandwiches and quiche . More of a takeout establishment , although they do have a few tables inside and out. I had no idea this was even here until I saw a check-in and a review here on yelp. 

I met the owner and the baker who were both very gracious and kind . The baker sliced a piece of quiche for me so I could take a peek at the inside. He was so proud of his work. Rightly so, the presentation is glorious. I promptly said wrap it up please. It was delicious! It came with a simple spring mix salad.  The perfect meal that I could have for breakfast , lunch or dinner. All the employees were friendly and anxious to please. I had hoped to try the bacon/cheese scone. Sold out. Next time. I hear you have to come early for this treasured treat. 

I wish this new cafe  much success.","[{""_id"":{""$oid"":""63540c1af54dc13e8c0df5fa""},""stars"":""4.5"",""categories"":""Cafes, Restaurants, Food, Bakeries"",""business_id"":""yJmoy6eP0LE_7uQ18n6FPA"",""name"":""Brioche Cafe & Bakery""}]"
IPsDG8rrkglr2EBIao3_9Q,_1JmbxhyiTXO_CDytQTkgA,5,67,"Ike's Sandwiches
2175 N Virginia St, Reno NV 89503
February 23, 2020 Saturday - 5:15 PM for dinner
2 Adults

Atmosphere - 5 stars
Food - 5 stars
Service - 5 stars

Background - My friend invited me to a basketball game Lawlor Event Center.  It is easier to eat near campus and thought this would be a good choice.

Atmosphere - Located on north side of campus, sharing the building with Cane's.  It is a very new building.  The colors inside pop with the self-advertising.   Seating is typically fast food.  Small tables with seats.

Food
  Dinner - A great variety of sandwiches to choose from.  I ordered from the Go Crazy section of the menu, which is a little higher in price.  They do have happy hour prices for students from 2 - 5pm for $7, Monday through Friday.  I had the Matt Cain with their World Famous Dutch bread.  I do not know about world famous but is was dang tasty.  I love Roast Beef subs so the Matt Cain caught my eye, which also included Beef Salami, Turkey, with Godfather sauce, which when I read that sauces name I heard in good fellas voice, then finished off with provolone.  Yeah the sandwich was on the expensive side but they do not slack on any of the ingredients.  To me it was worth every bite.

Service - Pretty basic but that is all you need.  You order at the register, they ask if you about the other items on the sub.  When they are done making your sub they call your name.   The wait for the sub is not bad considering how much they put into it.  

Future - These are some hearty sandwiches which my wife would enjoy as they have gluten free bread and lots of vegetarian options.","[{""_id"":{""$oid"":""63540c18f54dc13e8c0ddd27""},""stars"":""4"",""categories"":""Restaurants, Vegetarian, Sandwiches, Gluten-Free, Vegan"",""business_id"":""_1JmbxhyiTXO_CDytQTkgA"",""name"":""Ike's Sandwiches""}]"
LSm86KYunnNyIx3XEG1lmA,_78Lam9Jd0W6ZmnHTvdjMg,5,192,"Ar·ma·ture - A framework serving as a supporting core for the material used to make a sculpture. Make no mistake about it, this place is indeed a sculpture and an impressive work of art!!! 

- - - - -

Armature Works is not a new concept in modern day living, but it IS one of the most well executed that I've ever seen. 

It is basically a mall for restaurants, like a food court on steroids without all the anchor stores like Macy's, Dillard's, JC Penney, etc. Seems that many cities have began to adopt this urban modernization. Here in metro Atlanta we have three similar places: Ponce City Market and Krog Street Market as well as the much older and less trendy Sweet Aurburn Market. All of which have multiple restaurants with a few kitschy shops peppered in.  


[ HISTORY ]

This is all part of Tampa's revitalization project going on all along the Hillsboro River. It seemingly began with the creation of a Riverwalk near Curtis Hixon Park in 1976. Here the city installed wooden planks that were replaced in 1989 with granite pavers. By 2010 many new city parks, hotels and other business began to shape and revitalize the riverfront. Curtis Hixon was upgraded to a lovely water font park and by 2014, Water Works Park was completed further upstream. Soon after the gorgeous restaurant known as Uelele opened near Water Works Park with a beautiful view of the Hillsborough River right at a bend, allowing views both up & downstream. It is here where the story of Armature Works begins. 

It was once the storage and maintenance facility for Tampa Electric's (TECO) streetcars and simple known as THE BARN. Bet ya didn't know Tampa once upon a time had street cars like the ones still found in New Orleans did ya? Developers Chas Bruck and Adam Harden of SoHo Capital have purposefully kept the feel of Armature Works authentic by allowing the original exposed brick walls, skylights, windows and doors to remain. They even reused the old roof as hardwood flooring throughout this 73,000 square foot mixed-use space.


[ TAMPA'S NEWEST HOT SPOT ] 

Armature Works is best described as a place where food lovers can gather in a super trendy and comfy foodie utopia. A gallery of restaurants serving everything from ramen and Cuban sandwiches to BBQ, pizza and wine with brie. You can even pamper your taste buds with a $78 Tomahawk Ribeye (32oz) found @ Steelbach.

There are plenty of seating areas both inside and out. Some are very intimate while others are communal. There is a central exterior atrium known as 'The Courtyard' with more seating as well as a riverfront lawn complete with giant checkerboards and synthetic grass. 

Those of you looking for a wedding or event venue will find plenty.
Four spaces known as the Theater, The Gathering, the Social Hall and the Social Room are available for rent as well as TWO Rooftop Gardens. If all that weren't enough there is a place called SHOW & TELL, a full demonstration kitchen & entertainment workshop designed to host a variety of events. This place is insanely well done!!!


[ FOODS TO TRY ]

Cubano @ Hemingway's
Cheeseburger Empanada @ Empamamas
Chicken Paitan Ramen @ Ichicoro Imoto
Korean Philly @ BNB


[ ENTERTAINMENT ] 

On the 2nd Wednesday of every month from 6:00pm - 9:00pm a 'Night Market' will feature a rotating cast of artisanal artists and makers selling handmade goods, jewelry, art, wood-work, gifts, etc. A free family-friendly event featuring live music. 


[ FINAL THOUGHTS ]

Armature Works makes me feel happy and privileged to be alive in this era of human development. It combines so much of what I love: Nature, water, outdoor beauty, historic significance, a welcoming décor, clever & creative uses of materials/items, and a AMAZING variety of foods all while cultivating a family-friendly community environment. All it need now is a covered bridge and my own personal view of heaven would be complete.

2018/100","[{""_id"":{""$oid"":""63540c1ef54dc13e8c0e322a""},""stars"":""4.5"",""categories"":""Specialty Food, Event Planning & Services, Food, Venues & Event Spaces, Real Estate, Restaurants, Southern, Food Court, Bars, Shared Office Spaces, Nightlife, Home Services"",""business_id"":""_78Lam9Jd0W6ZmnHTvdjMg"",""name"":""Armature Works""}]"
